feelings_life,aboriginal,vis_minority,marital_status,education,self_rated_health,self_rated_mental_health,income_family,income_respondent,number_total_children_intention,is_male,age
7,No,Not a visible minority,Married,3,4,4,6,3,0,0,44.3
10,No,Not a visible minority,"Single, never married",3,5,5,3,3,3,1,29.2
9,No,Not a visible minority,Married,7,3,5,6,5,0,1,54.1
7,Yes,Not a visible minority,"Single, never married",2,5,5,3,3,0,0,35.9
8,No,Not a visible minority,Divorced,2,3,3,1,1,0,0,49.6
9,No,Not a visible minority,Married,5,4,4,6,3,0,0,31.2
5,No,Not a visible minority,"Single, never married",7,5,4,6,6,0,1,40.3
8,No,Not a visible minority,Married,6,5,4,6,4,0,0,39.2
7,No,Not a visible minority,"Single, never married",2,4,3,4,4,0,1,47.6
9,No,Visible minority,Married,6,5,5,6,2,0,0,32.7
7,No,Not a visible minority,"Single, never married",6,3,3,6,4,0,0,31.5
9,No,Not a visible minority,"Single, never married",6,5,5,6,2,0,1,25.6
5,No,Not a visible minority,Married,2,4,4,1,1,0,1,50.7
7,Yes,Not a visible minority,Separated,4,4,4,1,1,0,0,29.4
7,Yes,Not a visible minority,Separated,3,3,4,5,5,4,1,35.8
7,No,Not a visible minority,Divorced,3,1,3,1,1,1,0,25
8,No,Not a visible minority,"Single, never married",5,4,4,6,1,3,1,25.1
9,No,Visible minority,"Single, never married",6,5,5,2,2,0,1,24.3
10,No,Not a visible minority,"Single, never married",2,5,5,5,1,2,1,17.7
8,No,Not a visible minority,"Single, never married",5,1,5,1,1,0,0,46.2
10,No,Not a visible minority,Divorced,6,3,5,4,4,0,1,41.2
9,No,Not a visible minority,"Single, never married",7,5,5,2,2,0,0,48.8
10,No,Not a visible minority,Married,6,5,5,6,5,2,0,32.4
6,No,Not a visible minority,Married,3,1,5,4,3,0,1,53.2
10,No,Not a visible minority,Married,1,4,4,4,2,0,0,38.8
10,No,Not a visible minority,Married,6,4,3,4,3,0,0,36.6
10,No,Not a visible minority,Divorced,4,5,5,1,1,0,1,58.3
7,No,Not a visible minority,Married,3,4,4,5,1,0,0,43.1
8,No,Not a visible minority,Married,7,4,4,5,4,0,1,60.2
10,No,Not a visible minority,"Single, never married",3,5,4,2,2,0,0,33.7
7,No,Not a visible minority,Living common-law,6,3,3,6,5,0,1,28.9
6,No,Not a visible minority,Living common-law,3,3,3,3,3,3,0,26.8
7,No,Not a visible minority,"Single, never married",2,3,4,1,1,3,1,40.7
10,Yes,Not a visible minority,"Single, never married",1,5,5,6,1,0,0,18.6
8,No,Not a visible minority,Married,4,5,5,6,6,0,1,36.8
8,No,Not a visible minority,"Single, never married",1,5,5,5,1,2,0,16.2
9,No,Not a visible minority,Married,5,3,3,4,3,2,1,30.3
8,No,Not a visible minority,Married,2,4,3,3,1,0,0,37.8
7,Yes,Not a visible minority,"Single, never married",3,3,3,5,5,2,1,31.7
8,No,Not a visible minority,"Single, never married",2,3,3,2,2,0,0,29.8
6,Yes,Not a visible minority,Divorced,2,1,1,2,2,0,1,38.9
1,No,Not a visible minority,Living common-law,2,3,3,4,2,2,0,28.5
8,No,Not a visible minority,Living common-law,2,4,3,3,1,0,0,32.3
9,No,Not a visible minority,Separated,3,5,5,2,2,0,0,46.4
7,No,Not a visible minority,"Single, never married",1,4,0,6,1,0,1,16.1
9,Yes,Not a visible minority,"Single, never married",1,4,5,5,1,2,1,19.5
9,No,Not a visible minority,Married,3,4,5,6,5,0,0,37.9
8,Yes,Not a visible minority,"Single, never married",6,3,3,5,4,3,1,32.8
8,No,Not a visible minority,Living common-law,7,3,4,4,2,2,0,30.3
7,No,Not a visible minority,"Single, never married",3,3,5,3,3,0,1,47.3
9,No,Not a visible minority,Married,6,3,4,4,4,2,1,40.6
8,No,Not a visible minority,"Single, never married",3,4,4,6,1,2,0,21.1
7,No,Not a visible minority,"Single, never married",2,4,1,3,3,0,0,26
10,No,Not a visible minority,Married,6,4,5,6,4,2,0,31.5
10,No,Not a visible minority,"Single, never married",4,5,5,2,2,0,0,40.1
8,Yes,Not a visible minority,Living common-law,3,4,3,5,3,0,1,55.5
10,No,Not a visible minority,"Single, never married",3,5,4,3,3,0,0,33.3
9,No,Not a visible minority,"Single, never married",1,5,5,5,1,3,0,16.7
10,No,Not a visible minority,Living common-law,2,4,5,6,5,0,1,49.5
8,No,Not a visible minority,"Single, never married",6,4,4,6,2,2,0,23.8
10,No,Not a visible minority,Married,3,4,4,6,2,0,0,32.1
8,No,Not a visible minority,"Single, never married",2,4,4,3,1,3,0,21.1
8,No,Not a visible minority,Married,7,3,4,6,4,2,0,32.8
4,No,Not a visible minority,"Single, never married",2,2,1,1,1,2,0,19
8,No,Visible minority,Married,7,4,4,6,4,2,1,41.3
8,No,Not a visible minority,Living common-law,1,3,3,3,1,0,1,57.1
7,No,Not a visible minority,"Single, never married",6,3,1,2,2,0,0,30.8
10,No,Not a visible minority,Married,3,5,5,4,2,0,0,43.3
8,No,Not a visible minority,"Single, never married",4,4,4,2,2,0,0,42.6
8,No,Not a visible minority,"Single, never married",1,5,3,6,1,2,0,17.3
8,No,Not a visible minority,"Single, never married",6,3,4,5,5,0,1,31.9
9,No,Not a visible minority,Married,1,5,5,1,1,0,0,31.5
7,No,Not a visible minority,"Single, never married",2,3,3,2,2,3,1,27.8
8,No,Not a visible minority,Married,2,5,4,4,1,1,0,30.1
10,Don't know,Not a visible minority,"Single, never married",2,4,5,2,2,4,1,21.8
2,No,Not a visible minority,"Single, never married",2,3,1,6,1,0,0,18.4
8,No,Not a visible minority,Married,3,4,4,3,2,0,1,48.3
10,No,Not a visible minority,Living common-law,3,3,4,1,1,3,1,25
7,No,Visible minority,"Single, never married",6,3,3,1,1,4,0,29.1
9,No,Not a visible minority,Divorced,3,3,4,3,3,0,0,36.6
8,No,Not a visible minority,"Single, never married",1,4,1,4,1,3,0,17.5
10,Yes,Not a visible minority,"Single, never married",2,5,5,6,1,4,1,28.7
10,No,Not a visible minority,Married,2,3,3,6,4,0,0,49.6
7,No,Not a visible minority,"Single, never married",3,1,3,3,3,0,0,40.5
8,No,Not a visible minority,"Single, never married",3,5,4,3,3,0,0,43.3
9,No,Not a visible minority,Married,6,4,4,5,2,3,0,35
9,No,Not a visible minority,Living common-law,4,3,5,6,2,0,1,43.6
10,No,Not a visible minority,Living common-law,2,3,4,1,1,0,1,55.3
8,No,Not a visible minority,"Single, never married",6,5,5,2,2,0,1,52.8
10,No,Not a visible minority,"Single, never married",1,5,4,6,1,2,0,16.8
9,No,Not a visible minority,"Single, never married",1,4,4,2,1,2,1,15.9
5,No,Not a visible minority,"Single, never married",3,1,1,3,3,0,0,46.6
7,No,Not a visible minority,Married,7,4,4,3,1,4,0,29.9
7,Yes,Not a visible minority,Married,3,4,4,4,2,1,1,29.2
8,No,Not a visible minority,Married,7,3,3,6,4,0,1,33.6
8,No,Not a visible minority,"Single, never married",3,3,5,3,3,2,0,24.6
8,No,Not a visible minority,Married,4,4,4,6,5,0,1,42.5
7,No,Not a visible minority,"Single, never married",3,5,3,2,2,0,1,31.3
8,No,Not a visible minority,Married,7,3,3,5,3,0,0,40.9
8,No,Not a visible minority,Married,6,5,5,4,1,0,0,35.2
7,No,Not a visible minority,Married,3,4,3,4,3,0,1,38.3
2,No,Not a visible minority,Separated,3,3,1,4,2,0,1,45.9
9,No,Not a visible minority,Married,3,3,4,5,2,0,0,39.4
5,No,Not a visible minority,Living common-law,2,3,3,3,3,0,1,40.3
9,Yes,Not a visible minority,Married,7,5,5,4,3,2,0,34.7
9,No,Not a visible minority,Married,6,4,4,6,3,0,0,45.8
7,No,Not a visible minority,Divorced,3,3,3,4,4,0,1,47.5
10,No,Not a visible minority,Married,3,5,5,6,2,3,0,38.2
9,No,Not a visible minority,"Single, never married",6,5,3,5,1,2,0,22.8
7,No,Visible minority,Married,3,3,3,4,2,0,1,33
7,No,Not a visible minority,"Single, never married",2,3,3,1,1,1,1,40.9
2,No,Not a visible minority,"Single, never married",3,1,2,1,1,0,0,43.2
9,No,Not a visible minority,Married,3,5,5,6,4,2,1,29
10,No,Not a visible minority,"Single, never married",2,5,5,6,1,2,1,21.2
8,No,Not a visible minority,Living common-law,3,1,3,5,3,0,0,35.3
5,No,Not a visible minority,Married,4,4,3,3,2,0,0,46.1
10,No,Visible minority,Married,3,3,3,5,3,0,1,36.7
10,No,Not a visible minority,"Single, never married",1,4,5,6,1,2,1,16
10,No,Not a visible minority,"Single, never married",4,5,3,5,5,0,1,40.2
10,No,Not a visible minority,Married,2,4,5,6,3,0,1,41.6
8,No,Not a visible minority,Divorced,2,3,1,1,1,0,0,42.9
1,Yes,Not a visible minority,Separated,1,3,2,1,1,0,0,37
9,No,Not a visible minority,"Single, never married",7,5,5,5,5,0,0,45.3
8,No,Not a visible minority,Living common-law,3,3,3,3,1,0,0,42.8
10,Yes,Not a visible minority,"Single, never married",1,3,3,4,1,2,0,16.3
7,No,Not a visible minority,Married,6,3,4,6,4,0,1,46.6
6,No,Not a visible minority,Living common-law,1,5,5,5,4,0,1,46.6
7,No,Not a visible minority,"Single, never married",1,3,3,2,1,2,0,16.8
6,No,Not a visible minority,"Single, never married",4,4,5,5,5,0,0,40.8
7,No,Not a visible minority,Married,3,3,3,5,3,0,1,36.6
9,No,Not a visible minority,"Single, never married",2,5,3,6,1,2,0,20.6
9,No,Not a visible minority,Living common-law,6,4,4,3,2,3,0,29.3
10,No,Not a visible minority,Married,3,4,3,5,2,3,1,28.7
8,No,Visible minority,Living common-law,6,5,5,6,4,2,0,34.3
9,No,Not a visible minority,Married,7,4,4,6,3,3,0,35.8
8,No,Not a visible minority,Married,3,5,5,4,1,0,0,31.4
8,No,Visible minority,"Single, never married",6,5,4,4,2,2,0,30.1
8,No,Not a visible minority,Separated,3,5,1,3,3,0,0,31.2
8,No,Not a visible minority,"Single, never married",3,4,4,2,2,0,0,30.3
8,No,Not a visible minority,Married,2,4,4,6,4,0,1,50.2
10,No,Visible minority,Married,5,4,4,6,6,0,0,41.1
8,No,Not a visible minority,Separated,3,4,4,4,4,0,0,46.3
8,No,Not a visible minority,Married,3,4,3,4,2,0,1,38.8
7,No,Not a visible minority,Married,7,5,5,6,4,0,1,40.3
5,No,Not a visible minority,"Single, never married",2,4,3,3,3,2,1,21.3
8,No,Not a visible minority,"Single, never married",4,3,4,5,5,0,1,40.9
10,No,Not a visible minority,Married,3,4,4,3,2,0,0,37.5
8,No,Not a visible minority,"Single, never married",2,1,1,2,1,0,0,46.7
8,No,Not a visible minority,Living common-law,3,4,4,4,2,0,0,39
10,No,Not a visible minority,Married,3,3,5,6,4,0,1,39.3
10,No,Not a visible minority,"Single, never married",1,5,5,6,1,2,1,16.4
9,No,Not a visible minority,Living common-law,1,3,3,4,2,0,1,47.3
8,No,Not a visible minority,Married,4,4,4,6,6,0,1,47.2
7,No,Not a visible minority,Living common-law,3,5,5,1,1,4,0,24.8
8,No,Not a visible minority,Living common-law,6,5,5,6,3,0,1,47.3
8,No,Not a visible minority,Married,6,5,5,5,4,0,0,49.2
10,No,Not a visible minority,Living common-law,7,5,5,6,2,2,0,31.8
8,No,Not a visible minority,"Single, never married",3,4,4,5,1,2,0,22.3
9,No,Not a visible minority,Married,4,4,4,3,2,3,1,20.3
8,No,Not a visible minority,Married,6,4,3,4,2,0,0,37.5
9,No,Not a visible minority,Married,3,4,4,5,1,3,0,25.5
8,No,Not a visible minority,Married,6,2,1,5,3,0,1,34.3
8,No,Not a visible minority,Married,2,3,3,4,2,2,0,36.8
9,No,Not a visible minority,Married,6,4,4,6,3,0,1,52
9,No,Not a visible minority,Married,7,3,3,5,2,2,0,39.4
9,No,Not a visible minority,Married,3,5,5,4,3,0,1,31.9
10,No,Not a visible minority,Married,3,5,4,6,3,0,0,49.7
8,No,Not a visible minority,"Single, never married",6,4,4,4,4,0,0,42.2
8,No,Not a visible minority,Married,2,1,3,5,2,0,0,48.9
8,No,Not a visible minority,Married,6,3,4,6,6,0,1,42.4
8,No,Not a visible minority,"Single, never married",3,3,4,4,4,0,0,38.3
3,No,Not a visible minority,"Single, never married",6,3,3,3,3,0,0,44.1
10,No,Not a visible minority,Married,3,5,5,6,3,0,0,34.7
9,No,Not a visible minority,Married,6,4,4,6,5,0,1,46.8
9,No,Not a visible minority,Married,4,3,5,5,2,0,0,35.6
8,No,Not a visible minority,Married,2,1,1,6,5,0,1,48.8
8,No,Not a visible minority,Living common-law,3,4,4,4,3,0,1,66.3
7,Yes,Not a visible minority,"Single, never married",2,1,1,6,1,0,0,24.3
8,No,Not a visible minority,Living common-law,2,4,4,4,2,0,1,38.6
10,No,Not a visible minority,"Single, never married",1,4,5,5,1,3,1,17.2
9,No,Not a visible minority,Married,6,4,5,6,6,2,1,35.2
10,No,Not a visible minority,Married,2,5,5,6,1,0,1,34.1
10,No,Not a visible minority,Married,7,3,3,6,4,0,0,42.1
8,No,Not a visible minority,Married,2,4,4,3,2,0,1,50.5
8,No,Not a visible minority,Married,2,4,3,6,3,0,0,42.2
9,Yes,Not a visible minority,Divorced,6,4,4,4,4,0,1,36.1
7,No,Not a visible minority,Living common-law,7,3,4,6,4,0,0,41.4
8,No,Not a visible minority,Living common-law,6,5,5,6,4,0,1,29.3
4,No,Not a visible minority,Separated,2,3,3,2,2,0,0,42.9
9,No,Not a visible minority,"Single, never married",2,1,3,6,1,2,1,41.6
7,No,Not a visible minority,Married,6,4,4,6,3,0,1,45.5
9,No,Not a visible minority,Married,6,5,5,6,3,0,0,34.7
9,No,Visible minority,Married,6,5,5,5,3,0,0,37.2
5,No,Not a visible minority,"Single, never married",1,3,3,5,2,0,0,36.4
8,No,Not a visible minority,"Single, never married",5,4,4,6,6,0,1,27.8
8,No,Not a visible minority,Married,6,4,5,6,5,0,0,39.3
9,No,Not a visible minority,"Single, never married",1,5,4,6,1,2,0,16.4
9,No,Not a visible minority,"Single, never married",1,4,4,3,3,0,0,40.8
9,No,Not a visible minority,Married,6,3,4,6,4,0,1,39.3
6,Yes,Not a visible minority,"Single, never married",2,3,3,2,2,4,0,29.3
9,No,Not a visible minority,Married,2,4,5,6,4,0,1,39.5
9,No,Not a visible minority,Married,3,5,5,6,5,0,1,45.8
8,No,Not a visible minority,"Single, never married",2,5,4,6,1,2,1,27.4
6,No,Not a visible minority,"Single, never married",3,4,3,1,1,0,1,44.2
7,No,Not a visible minority,"Single, never married",2,3,3,6,4,0,1,45.8
10,No,Not a visible minority,"Single, never married",2,4,5,4,3,2,0,24.3
6,No,Not a visible minority,Divorced,3,3,1,2,2,0,1,36.2
7,No,Don't know,"Single, never married",1,4,3,3,1,2,1,17.4
8,No,Not a visible minority,"Single, never married",3,5,5,3,1,2,1,19.8
8,No,Not a visible minority,Married,3,3,3,4,2,0,0,46.4
6,No,Not a visible minority,Living common-law,3,2,1,1,1,0,0,47.6
10,No,Not a visible minority,Married,6,5,5,6,2,0,0,46
8,No,Not a visible minority,"Single, never married",1,3,3,3,1,2,0,17.8
9,No,Not a visible minority,Married,4,4,4,4,2,2,0,32.3
10,Yes,Not a visible minority,Married,6,5,5,5,4,2,0,30.4
7,No,Not a visible minority,Married,2,4,4,4,3,0,1,48.9
8,No,Not a visible minority,Living common-law,4,3,4,3,1,2,0,22.9
8,No,Not a visible minority,Living common-law,3,4,4,5,3,0,1,62.3
9,No,Not a visible minority,Living common-law,4,4,4,4,2,0,0,29.2
7,No,Not a visible minority,Married,6,4,5,2,2,0,1,48.1
5,No,Not a visible minority,"Single, never married",1,1,1,1,1,0,0,16.6
8,No,Not a visible minority,Married,3,4,3,2,1,0,1,36.8
8,No,Not a visible minority,Married,7,3,4,6,5,0,0,44.2
8,No,Not a visible minority,"Single, never married",2,3,3,2,1,2,0,22.8
9,No,Not a visible minority,Living common-law,7,4,4,6,4,2,1,33
7,No,Not a visible minority,"Single, never married",6,3,3,3,3,1,1,26
10,No,Not a visible minority,Married,3,3,4,5,3,0,1,38.3
6,No,Not a visible minority,Married,2,3,4,4,2,3,1,29.8
8,No,Not a visible minority,"Single, never married",2,4,4,2,2,2,0,22.1
8,No,Not a visible minority,"Single, never married",3,3,3,4,2,2,0,26.1
8,No,Not a visible minority,Married,7,4,4,3,2,0,1,42.3
10,No,Not a visible minority,Living common-law,3,4,5,6,5,3,1,32.8
10,No,Not a visible minority,Divorced,2,5,5,1,1,0,0,30.6
7,No,Not a visible minority,"Single, never married",2,4,3,2,2,2,1,34
8,No,Not a visible minority,Married,2,3,3,6,2,0,0,31.8
9,No,Not a visible minority,Married,7,5,5,6,5,2,1,32.2
9,No,Not a visible minority,"Single, never married",1,5,5,6,1,3,1,17.8
7,No,Not a visible minority,"Single, never married",3,3,4,1,1,2,1,22.3
7,No,Visible minority,Married,4,5,5,2,1,4,1,28.8
10,Yes,Not a visible minority,"Single, never married",1,5,5,6,6,0,1,39.1
10,No,Visible minority,Married,7,5,5,6,6,0,1,43.6
6,No,Not a visible minority,"Single, never married",2,5,3,6,1,2,1,22.8
9,No,Not a visible minority,Married,7,5,4,6,6,0,1,48.9
8,No,Not a visible minority,Married,6,5,5,6,4,2,0,32.9
7,No,Not a visible minority,Married,1,3,4,2,1,0,1,35
8,No,Not a visible minority,Living common-law,4,4,4,4,4,0,1,37
7,No,Not a visible minority,Living common-law,6,4,1,1,1,2,0,28.5
9,No,Not a visible minority,Living common-law,2,4,4,4,3,0,1,35.8
8,No,Not a visible minority,"Single, never married",1,4,3,3,1,2,0,16.1
9,No,Not a visible minority,Married,7,5,5,6,6,0,1,51.2
8,No,Not a visible minority,Married,2,3,1,3,2,0,1,38.1
9,No,Not a visible minority,Married,6,4,4,6,6,2,0,29.4
10,No,Not a visible minority,Married,3,3,3,4,3,0,0,40.8
10,No,Not a visible minority,"Single, never married",3,4,4,1,1,0,0,32
3,No,Not a visible minority,Living common-law,5,2,2,5,3,0,0,36.4
8,No,Visible minority,Married,6,3,5,6,4,0,0,42.7
10,No,Not a visible minority,Married,2,4,5,4,2,0,0,36.4
7,No,Not a visible minority,Divorced,2,4,4,1,1,0,1,53.5
9,No,Not a visible minority,Married,5,5,4,4,4,2,1,30.3
8,No,Visible minority,"Single, never married",3,4,4,3,1,2,0,19.8
10,No,Not a visible minority,Separated,4,5,4,2,2,0,1,52.9
9,No,Not a visible minority,Married,6,3,5,4,3,0,1,47.3
8,No,Not a visible minority,Married,2,4,4,6,3,0,0,46.5
7,No,Not a visible minority,"Single, never married",3,1,3,4,2,0,0,37.2
7,No,Not a visible minority,Divorced,3,3,3,4,4,0,1,46.6
10,No,Visible minority,Living common-law,3,4,4,3,1,1,0,26.3
7,No,Not a visible minority,"Single, never married",6,4,5,2,2,0,0,36.8
10,No,Not a visible minority,"Single, never married",1,5,5,3,1,2,1,15.4
7,No,Not a visible minority,Living common-law,6,3,4,6,4,0,0,31.3
8,No,Visible minority,Married,3,4,4,6,1,0,0,49.8
9,No,Not a visible minority,Married,4,3,4,4,3,2,1,29
10,No,Not a visible minority,"Single, never married",4,5,5,2,2,0,0,47.8
5,No,Not a visible minority,"Single, never married",1,4,3,6,1,0,0,17.7
5,No,Not a visible minority,"Single, never married",4,3,3,2,2,0,0,33.3
10,No,Not a visible minority,Married,2,5,5,5,2,0,0,46.7
8,No,Not a visible minority,Married,4,3,3,6,2,2,0,32.7
8,No,Not a visible minority,"Single, never married",4,3,3,2,2,1,0,27.8
5,No,Not a visible minority,"Single, never married",3,3,3,6,2,2,1,30.2
5,No,Not a visible minority,Living common-law,2,1,1,3,3,0,0,42
10,No,Not a visible minority,Married,2,4,5,6,2,0,0,47.3
8,No,Not a visible minority,"Single, never married",2,4,5,2,2,3,0,26.7
7,No,Not a visible minority,"Single, never married",6,1,4,4,4,0,0,39.3
10,No,Not a visible minority,"Single, never married",1,1,3,6,1,2,0,17.6
8,No,Not a visible minority,Married,6,3,3,6,4,0,0,44.4
10,No,Not a visible minority,"Single, never married",6,4,4,3,3,3,0,26.1
9,No,Visible minority,"Single, never married",2,4,3,1,1,2,1,20
9,No,Visible minority,"Single, never married",3,5,3,6,1,2,0,22.5
10,Yes,Not a visible minority,"Single, never married",3,5,5,6,1,2,1,21.8
10,No,Not a visible minority,Married,7,5,5,6,3,0,0,41.6
8,No,Not a visible minority,Married,3,5,4,4,2,0,0,35.8
10,No,Visible minority,"Single, never married",2,5,5,2,2,1,1,24.2
10,No,Not a visible minority,Married,3,4,5,3,3,0,0,33.9
8,No,Not a visible minority,Living common-law,6,4,4,5,3,2,0,29.2
7,No,Not a visible minority,"Single, never married",3,4,3,2,2,2,1,27.7
6,Don't know,Not a visible minority,"Single, never married",1,4,1,2,1,1,1,23.5
7,No,Not a visible minority,"Single, never married",2,5,1,2,2,3,1,30.7
8,No,Not a visible minority,Married,7,3,3,4,1,2,0,29.5
7,No,Not a visible minority,"Single, never married",2,1,1,6,2,3,1,24.3
6,No,Not a visible minority,"Single, never married",3,4,2,3,3,3,1,29.3
8,No,Not a visible minority,"Single, never married",6,4,4,2,2,2,0,30.8
5,No,Not a visible minority,"Single, never married",4,5,3,2,1,2,1,23.1
8,No,Not a visible minority,Married,3,3,4,6,3,0,1,52.7
9,No,Not a visible minority,Married,6,4,5,6,4,0,1,48.2
9,No,Not a visible minority,Married,2,4,4,2,1,3,0,24.3
8,No,Not a visible minority,Married,6,3,1,6,2,0,0,38
7,No,Not a visible minority,Married,5,5,4,6,2,0,0,47.5
6,No,Not a visible minority,Living common-law,3,4,3,3,1,1,0,19.8
9,No,Visible minority,"Single, never married",7,5,5,5,5,0,1,39.3
9,No,Not a visible minority,"Single, never married",3,4,4,1,1,2,1,23.9
9,No,Not a visible minority,"Single, never married",2,5,5,6,1,3,0,17.6
8,No,Not a visible minority,Married,6,3,4,6,5,0,1,42.5
7,No,Not a visible minority,Married,3,3,3,3,2,0,0,46
10,No,Not a visible minority,Married,6,4,4,6,3,0,0,35.3
9,No,Not a visible minority,"Single, never married",2,4,3,1,1,2,0,19.8
7,No,Not a visible minority,Married,6,4,1,5,2,0,0,34.5
7,No,Not a visible minority,Separated,2,5,4,1,1,0,1,69.9
9,No,Visible minority,"Single, never married",1,5,4,5,1,2,1,15.8
9,No,Not a visible minority,Married,7,5,5,6,6,0,1,41
9,No,Not a visible minority,"Single, never married",2,4,4,6,1,2,0,18.3
10,Yes,Not a visible minority,Living common-law,4,5,5,3,2,2,0,30.8
7,No,Not a visible minority,Living common-law,2,3,3,3,2,0,1,44.9
